basename,iss,pyannote,speechbrain,silero,rvad,maxaccuracy,medaccuracy,BEST_DIFFICULTY,MED_DIFFICULTY
radio-FIT-20210327T230305-60,0.980010520778538,0.967878748027354,0.980010520778538,0.968034367876556,0.947992284762406,0.980010520778538,0.968034367876556,EASY,EASY
radio-FIT-20211225T013224-60,0.983595087732219,0.793701553955775,0.792204528890629,0.919448382523521,0.47274133264596,0.983595087732219,0.793701553955775,EASY,MEDIUM
radio-FIT-20220110T022227-60,0.834327191972364,0.938736325875966,0.813785132226004,0.923938970225366,0.863464385589735,0.938736325875966,0.863464385589735,MEDIUM,MEDIUM
radio-FIT-20220617T041739-60,0.980435102701906,0.983318992490613,0.980435102701906,0.967937863505853,0.961422366193035,0.983318992490613,0.980435102701906,EASY,EASY
radio-FIT-20220624T061831-60,0.982732747364112,0.984077488257878,0.982732747364112,0.988111710939175,0.979536551616612,0.988111710939175,0.982732747364112,EASY,EASY
radio-FIT-20221025T141155-60,0.976420010422094,0.974763641777711,0.974763641777711,0.986637385543065,0.991643713243505,0.991643713243505,0.976420010422094,EASY,EASY
radio-FIT-20221118T193651-60,0.936248452632345,0.941812149566737,0.930477681497124,0.928730066263744,0.941054394524139,0.941812149566737,0.936248452632345,MEDIUM,EASY
radio-FIT-20221203T020307-60,0.94780723401255,0.976349326658676,0.99028763673222,0.968624409504336,0.769689064372841,0.99028763673222,0.968624409504336,EASY,EASY
radio-FIT-20221218T130412-60,0.990105506725838,0.990105506725838,0.990105506725838,0.989242112897377,0.96178618915232,0.990105506725838,0.990105506725838,EASY,EASY
radio-FMU-20210217T101443-60,1,1,1,0.983342217484008,0.156616471215352,1,1,EASY,EASY
radio-FMU-20210325T000842-60,1,0.867601862340085,0.959355009707815,0.795109275053305,0.0849880063965883,1,0.867601862340085,EASY,MEDIUM
radio-FMU-20210701T195602-60,0.999575061191188,0.825338463761218,0.976764346663641,0.810800244764754,0.0703698667391897,0.999575061191188,0.825338463761218,EASY,MEDIUM
radio-FMU-20211022T204117-60,1,0.910016496975554,1,0.901684691139958,0.116661945310027,1,0.910016496975554,EASY,EASY
radio-FMU-20211109T135816-60,1,0.911603230301708,1,0.486240996625309,0.264334044089253,1,0.911603230301708,EASY,EASY
radio-FMU-20220107T154738-60,1,1,1,0.971681769722815,0.117803837953092,1,1,EASY,EASY
radio-FMU-20220117T051309-60,0.985056106078602,0.98810515679566,0.986899728959805,0.978887096488274,0.922142844480687,0.98810515679566,0.985056106078602,EASY,EASY
radio-FMU-20220128T050837-60,1,0.961757011214611,1,0.985002749495926,0.0695039242805487,1,0.985002749495926,EASY,EASY
radio-FMU-20220306T051454-60,1,1,1,0.985002749495926,0.0810018163336722,1,1,EASY,EASY
radio-FMU-20220401T122555-60,1,1,1,1,0.118303571428571,1,1,EASY,EASY
radio-FMU-20220411T124550-60,0.991773140142039,0.959825850808415,1,0.988918923456624,0.113345981430802,1,0.988918923456624,EASY,EASY
radio-FMU-20220426T121018-60,1,1,1,0.991671108742004,0.083821961620469,1,1,EASY,EASY
radio-FMU-20220508T182133-60,1,1,1,0.8966856076386,0.0386762426888404,1,1,EASY,EASY
radio-FMU-20220602T224627-60,0.92814284531987,0.920378838036911,0.912459654059422,0.943391541835637,0.950819332947116,0.950819332947116,0.92814284531987,MEDIUM,EASY
radio-FMU-20221102T181337-60,1,1,1,0.790111940298508,0.0953158315565032,1,1,EASY,EASY
radio-FMU-20221217T144831-60,0.972571720750169,0.968316867843903,0.967367289724218,0.960555870053505,0.702105513047607,0.972571720750169,0.967367289724218,EASY,EASY
radio-FUN-20220409T122734-60,0.966743869450681,0.977875656370998,0.974081085998758,0.970916355792861,0.886335107229363,0.977875656370998,0.970916355792861,EASY,EASY
radio-FUN-20220511T072856-60,0.860987388863291,0.996484581648151,0.996484581648151,0.996586972473933,0.995051110087203,0.996586972473933,0.996484581648151,EASY,EASY
radio-FUN-20220625T162242-60,1,0.331965659981343,1,0.127132196162047,0.0293510127931768,1,0.331965659981343,EASY,HARD
radio-FUN-20220823T013906-60,1,0.828247851146055,1,0.441964285714286,0.0355143923240937,1,0.828247851146055,EASY,MEDIUM
radio-MUV-20210410T091537-60,0.714485607675906,0.145877407049574,0.949526939310753,0.0105277185501066,0.033348880597015,0.949526939310753,0.145877407049574,MEDIUM,HARD
radio-MUV-20210624T110303-60,0.841039538132669,0.356737388699062,0.576004480862541,0.333120129268991,0.0634730942081434,0.841039538132669,0.356737388699062,HARD,HARD
radio-MUV-20210718T061408-60,1,0.578624127243339,0.772874978960461,0.0651713852460383,0.0385096065721286,1,0.578624127243339,EASY,HARD
radio-MUV-20210902T210509-60,1,0.92323282398227,1,0.621736015063905,0.0485077735748447,1,0.92323282398227,EASY,EASY
radio-MUV-20211004T152706-60,1,0.491489955357143,0.598214367051114,0.157116204690832,0.00603011727078884,1,0.491489955357143,EASY,HARD
radio-MUV-20211012T103937-60,0.925553428911921,0.985019952331082,0.848651131202235,0.769347441406955,0.68455454840923,0.985019952331082,0.848651131202235,EASY,MEDIUM
radio-MUV-20220125T112050-60,1,0.586782882462687,0.825426510402134,0.265391791044776,0.0423440831556503,1,0.586782882462687,EASY,HARD
radio-MUV-20220403T074146-60,1,0.519881063432836,0.801772442072439,0.661847014925373,0.080323827292111,1,0.661847014925373,EASY,HARD
radio-MUV-20220505T203547-60,1,0.18242041744403,0.873400854467075,0.157116204690831,0.0634994669509595,1,0.18242041744403,EASY,HARD
radio-MUV-20220521T013043-60,1,0.557829574227079,0.845249248720181,0.103811300639659,0.0376799040511727,1,0.557829574227079,EASY,HARD
radio-MUV-20220608T090958-60,0.890020162970122,0.00104251720517914,0.798870243997341,0.0168469113995768,0.0053490193464533,0.890020162970122,0.0168469113995768,HARD,HARD
