basename,iss,pyannote,speechbrain,silero,rvad,maxaccuracy,medaccuracy,BEST_DIFFICULTY,MED_DIFFICULTY
radio-FIF-20211110T111258-60,0.950608488022799,0.950608488022799,0.950608488022799,0.96697604559809,0.988735269198182,0.988735269198182,0.950608488022799,EASY,EASY
radio-FIF-20211123T143447-60,0.989874524230117,0.988035184207171,0.988035184207171,0.981388064322267,0.966017737793885,0.989874524230117,0.988035184207171,EASY,EASY
radio-FIF-20220108T221229-60,0.964384838232612,0.977017534085614,0.955936916517705,0.989951581207836,0.973319017037742,0.989951581207836,0.973319017037742,EASY,EASY
radio-FIF-20220116T223325-60,1,1,0.975307404663307,0.997463087929372,0.952644308014951,1,0.997463087929372,EASY,EASY
radio-FIF-20220127T180928-60,0.967702535289909,0.985273333217009,0.952975868506918,0.969831271483659,0.926698190574235,0.985273333217009,0.967702535289909,EASY,EASY
radio-FIF-20220223T164413-60,0.984813820684189,0.992596062041757,0.982634080772525,0.981210931166796,0.951631208229,0.992596062041757,0.982634080772525,EASY,EASY
radio-FIF-20220406T175908-60,0.980595643478731,0.987178620975443,0.980793803472264,0.946921788011459,0.906833864836135,0.987178620975443,0.980595643478731,EASY,EASY
radio-FIF-20220421T120453-60,0.991750105767875,0.991750105767875,0.991750105767875,0.99099210266535,0.982724580454097,0.991750105767875,0.991750105767875,EASY,EASY
radio-FIF-20220822T141149-60,0.963006818051603,0.961327371516969,0.949752675606121,0.974007371898932,0.987490689635416,0.987490689635416,0.963006818051603,EASY,EASY
radio-FIF-20220915T103502-60,0.978696764927915,0.978953388816262,0.978696764927915,0.973983170996667,0.964592808086759,0.978953388816262,0.978696764927915,EASY,EASY
radio-FIF-20221004T145356-60,0.98978193568033,0.98978193568033,0.98978193568033,0.972018744396136,0.97692476865558,0.98978193568033,0.98978193568033,EASY,EASY
radio-FIP-20210512T063229-60,1,0.922389228641416,0.96683944837164,0.551748846044892,0.0495075902751164,1,0.922389228641416,EASY,EASY
radio-FIP-20210520T232113-60,1,0.3981647288113,0.763626088974064,0.0438432835820895,0.00686300639658841,1,0.3981647288113,EASY,HARD
radio-FIP-20210926T180932-60,1,0.332434886937395,0.596907288341132,0.466764426521805,0.026678442285581,1,0.466764426521805,EASY,HARD
radio-FIP-20211130T174614-60,1,0.976098132009132,0.987169011385185,0.723384046258186,0.0563396710603058,1,0.976098132009132,EASY,EASY
radio-FIP-20220423T220055-60,0.918837970256748,0.835868925399491,0.936566195844029,0.726822596561694,0.198801959799865,0.936566195844029,0.835868925399491,MEDIUM,MEDIUM
radio-FIP-20220515T065712-60,1,0.608571761843662,0.835363522727437,0.570078818883205,0.0445085067737583,1,0.608571761843662,EASY,HARD
radio-FIP-20220620T110726-60,1,0.883302644515172,1,0.695055906417157,0.0171801836330008,1,0.883302644515172,EASY,MEDIUM
radio-FIP-20221027T222530-60,1,1,1,0.981676439232409,0.0246868336886992,1,1,EASY,EASY
radio-FIT-20210102T142945-60,0.991041759446405,0.991978477955534,0.991213073866376,0.976259806104621,0.972423007091227,0.991978477955534,0.991041759446405,EASY,EASY
radio-FIT-20210310T202337-60,0.924682646061657,0.928532533706536,0.897894819837578,0.951332492312544,0.973133328076953,0.973133328076953,0.928532533706536,EASY,EASY
